830,12
814,25
810,44
790,71.01
765,80
759,96
750,111
740,122
731,148
730,170
715.2,195
715.1,211
715,230
710,241
687,263
684,280
680,300
672,312
655,350
640,370
625,375
612,387
604,397
600,414
584,428
578,431
565,440
555,446
540,449
520,454
500,460
488,466
465,467
445,463
420,463
403,455
380,449
360,440
348,431
330,429
315,426
295,421
270,420
242,431
234,435
200,440
170,440
160,460
145,467
135,475
120,484
112,495
100,504
90,510
75,520
65,530
60,536
49,552
30,565
